community_id,n_nodes_fixed,n_vertices_fixed,n_edges_fixed,max_edges_fixed,density_fixed,n_nodes_orig,n_vertices_orig,n_edges_orig,max_edges_orig,density_orig,density_diff,n_nodes_match
1859,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1860,2,2,1,1,1,2,2,0,1,0,1,TRUE
1861,2,2,1,1,1,3,3,0,3,0,1,FALSE
1862,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1863,2,2,1,1,1,2,2,0,1,0,1,TRUE
1864,2,2,1,1,1,2,2,0,1,0,1,TRUE
1865,2,2,1,1,1,2,2,0,1,0,1,TRUE
1866,2,2,1,1,1,2,2,0,1,0,1,TRUE
1867,2,2,1,1,1,3,3,0,3,0,1,FALSE
1868,2,2,1,1,1,2,2,0,1,0,1,TRUE
1869,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1870,2,2,1,1,1,2,2,0,1,0,1,TRUE
1871,2,2,1,1,1,2,2,0,1,0,1,TRUE
1872,2,2,1,1,1,2,2,0,1,0,1,TRUE
1873,2,2,1,1,1,2,2,0,1,0,1,TRUE
1874,2,2,1,1,1,2,2,0,1,0,1,TRUE
1875,2,2,1,1,1,2,2,0,1,0,1,TRUE
1876,2,2,1,1,1,2,2,0,1,0,1,TRUE
1877,2,2,1,1,1,2,2,0,1,0,1,TRUE
1878,2,2,1,1,1,2,2,0,1,0,1,TRUE
1879,2,2,1,1,1,2,2,0,1,0,1,TRUE
1880,2,2,1,1,1,2,2,0,1,0,1,TRUE
1881,2,2,1,1,1,2,2,0,1,0,1,TRUE
1882,2,2,1,1,1,2,2,0,1,0,1,TRUE
1883,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1884,2,2,1,1,1,2,2,0,1,0,1,TRUE
1885,2,2,1,1,1,2,2,0,1,0,1,TRUE
1886,2,2,1,1,1,2,2,0,1,0,1,TRUE
1887,2,2,1,1,1,2,2,0,1,0,1,TRUE
1888,2,2,1,1,1,4,4,0,6,0,1,FALSE
1889,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1890,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1891,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
1892,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1893,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1894,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1895,2,2,1,1,1,2,2,0,1,0,1,TRUE
1896,2,2,1,1,1,2,2,0,1,0,1,TRUE
1897,2,2,1,1,1,2,2,0,1,0,1,TRUE
1898,2,2,1,1,1,4,4,0,6,0,1,FALSE
1899,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1900,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1901,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1902,2,2,1,1,1,2,2,0,1,0,1,TRUE
1903,2,2,1,1,1,2,2,0,1,0,1,TRUE
1904,2,2,1,1,1,2,2,0,1,0,1,TRUE
1905,2,2,1,1,1,2,2,0,1,0,1,TRUE
1906,2,2,1,1,1,2,2,0,1,0,1,TRUE
1907,2,2,1,1,1,2,2,0,1,0,1,TRUE
1908,2,2,1,1,1,2,2,0,1,0,1,TRUE
1909,2,2,1,1,1,2,2,0,1,0,1,TRUE
1910,2,2,1,1,1,2,2,0,1,0,1,TRUE
1911,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1912,2,2,1,1,1,2,2,0,1,0,1,TRUE
1913,2,2,1,1,1,2,2,0,1,0,1,TRUE
1914,2,2,1,1,1,3,3,0,3,0,1,FALSE
1915,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1916,2,2,1,1,1,2,2,0,1,0,1,TRUE
1917,2,2,1,1,1,2,2,0,1,0,1,TRUE
1918,2,2,1,1,1,2,2,0,1,0,1,TRUE
1919,2,2,1,1,1,3,3,0,3,0,1,FALSE
1920,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1921,2,2,1,1,1,2,2,0,1,0,1,TRUE
1922,2,2,1,1,1,2,2,0,1,0,1,TRUE
1923,2,2,1,1,1,2,2,0,1,0,1,TRUE
1924,2,2,1,1,1,2,2,0,1,0,1,TRUE
1925,2,2,1,1,1,2,2,0,1,0,1,TRUE
1926,2,2,1,1,1,2,2,0,1,0,1,TRUE
1927,2,2,1,1,1,2,2,0,1,0,1,TRUE
1928,2,2,1,1,1,2,2,0,1,0,1,TRUE
1929,2,2,1,1,1,2,2,0,1,0,1,TRUE
1930,2,2,1,1,1,2,2,0,1,0,1,TRUE
1931,2,2,1,1,1,4,4,0,6,0,1,FALSE
1932,4,4,3,6,0.5,5,5,0,10,0,0.5,FALSE
1933,5,5,4,10,0.4,2,2,0,1,0,0.4,FALSE
1934,2,2,1,1,1,3,3,0,3,0,1,FALSE
1935,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1936,2,2,1,1,1,2,2,0,1,0,1,TRUE
1937,2,2,1,1,1,2,2,0,1,0,1,TRUE
1938,2,2,1,1,1,2,2,0,1,0,1,TRUE
1939,2,2,1,1,1,2,2,0,1,0,1,TRUE
1940,2,2,1,1,1,2,2,0,1,0,1,TRUE
1941,2,2,1,1,1,2,2,0,1,0,1,TRUE
1942,2,2,1,1,1,2,2,0,1,0,1,TRUE
1943,2,2,1,1,1,3,3,0,3,0,1,FALSE
1944,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1945,2,2,1,1,1,2,2,0,1,0,1,TRUE
1946,2,2,1,1,1,2,2,0,1,0,1,TRUE
1947,2,2,1,1,1,2,2,0,1,0,1,TRUE
1948,2,2,1,1,1,2,2,0,1,0,1,TRUE
1949,2,2,1,1,1,2,2,0,1,0,1,TRUE
1950,2,2,1,1,1,2,2,0,1,0,1,TRUE
1951,2,2,1,1,1,2,2,0,1,0,1,TRUE
1952,2,2,1,1,1,2,2,0,1,0,1,TRUE
1953,2,2,1,1,1,2,2,0,1,0,1,TRUE
1954,2,2,1,1,1,2,2,0,1,0,1,TRUE
1955,2,2,1,1,1,2,2,0,1,0,1,TRUE
1956,2,2,1,1,1,4,4,0,6,0,1,FALSE
1957,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1958,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1959,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1960,2,2,1,1,1,2,2,0,1,0,1,TRUE
1961,2,2,1,1,1,2,2,0,1,0,1,TRUE
1962,2,2,1,1,1,2,2,0,1,0,1,TRUE
1963,2,2,1,1,1,2,2,0,1,0,1,TRUE
1964,2,2,1,1,1,2,2,0,1,0,1,TRUE
1965,2,2,1,1,1,4,4,0,6,0,1,FALSE
1966,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1967,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1968,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1969,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1970,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1971,2,2,1,1,1,2,2,0,1,0,1,TRUE
1972,2,2,1,1,1,2,2,0,1,0,1,TRUE
1973,2,2,1,1,1,2,2,0,1,0,1,TRUE
1974,2,2,1,1,1,2,2,0,1,0,1,TRUE
1975,2,2,1,1,1,3,3,0,3,0,1,FALSE
1976,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1977,2,2,1,1,1,2,2,0,1,0,1,TRUE
1978,2,2,1,1,1,2,2,0,1,0,1,TRUE
1979,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1980,2,2,1,1,1,2,2,0,1,0,1,TRUE
1981,2,2,1,1,1,3,3,0,3,0,1,FALSE
1982,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1983,2,2,1,1,1,2,2,0,1,0,1,TRUE
1984,2,2,1,1,1,2,2,0,1,0,1,TRUE
1985,2,2,1,1,1,2,2,0,1,0,1,TRUE
1986,2,2,1,1,1,2,2,0,1,0,1,TRUE
1987,2,2,1,1,1,2,2,0,1,0,1,TRUE
1988,2,2,1,1,1,2,2,0,1,0,1,TRUE
1989,2,2,1,1,1,2,2,0,1,0,1,TRUE
1990,2,2,1,1,1,2,2,0,1,0,1,TRUE
1991,2,2,1,1,1,2,2,0,1,0,1,TRUE
1992,2,2,1,1,1,2,2,0,1,0,1,TRUE
1993,2,2,1,1,1,2,2,0,1,0,1,TRUE
1994,2,2,1,1,1,3,3,0,3,0,1,FALSE
1995,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
1996,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1997,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1998,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
1999,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
2000,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2001,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2002,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2003,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2004,2,2,1,1,1,2,2,0,1,0,1,TRUE
2005,2,2,1,1,1,2,2,0,1,0,1,TRUE
2006,2,2,1,1,1,2,2,0,1,0,1,TRUE
2007,2,2,1,1,1,4,4,0,6,0,1,FALSE
2008,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
2009,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2010,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2011,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
2012,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
2013,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2014,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2015,2,2,1,1,1,2,2,0,1,0,1,TRUE
2016,2,2,1,1,1,3,3,0,3,0,1,FALSE
2017,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2018,2,2,1,1,1,2,2,0,1,0,1,TRUE
2019,2,2,1,1,1,2,2,0,1,0,1,TRUE
2020,2,2,1,1,1,2,2,0,1,0,1,TRUE
2021,2,2,1,1,1,2,2,0,1,0,1,TRUE
2022,2,2,1,1,1,2,2,0,1,0,1,TRUE
2023,2,2,1,1,1,2,2,0,1,0,1,TRUE
2024,2,2,1,1,1,2,2,0,1,0,1,TRUE
2025,2,2,1,1,1,2,2,0,1,0,1,TRUE
2026,2,2,1,1,1,2,2,0,1,0,1,TRUE
2027,2,2,1,1,1,4,4,0,6,0,1,FALSE
2028,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
2029,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2030,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2031,2,2,1,1,1,2,2,0,1,0,1,TRUE
2032,2,2,1,1,1,2,2,0,1,0,1,TRUE
2033,2,2,1,1,1,3,3,0,3,0,1,FALSE
2034,2,2,1,1,1,2,2,0,1,0,1,TRUE
2035,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2036,2,2,1,1,1,2,2,0,1,0,1,TRUE
2037,2,2,1,1,1,2,2,0,1,0,1,TRUE
2038,2,2,1,1,1,2,2,0,1,0,1,TRUE
2039,2,2,1,1,1,3,3,0,3,0,1,FALSE
2040,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2041,2,2,1,1,1,2,2,0,1,0,1,TRUE
2042,2,2,1,1,1,3,3,0,3,0,1,FALSE
2043,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
2044,2,2,1,1,1,2,2,0,1,0,1,TRUE
2045,2,2,1,1,1,2,2,0,1,0,1,TRUE
2046,2,2,1,1,1,2,2,0,1,0,1,TRUE
2047,2,2,1,1,1,2,2,0,1,0,1,TRUE
2048,2,2,1,1,1,2,2,0,1,0,1,TRUE
2049,2,2,1,1,1,2,2,0,1,0,1,TRUE
2050,2,2,1,1,1,2,2,0,1,0,1,TRUE
2051,2,2,1,1,1,2,2,0,1,0,1,TRUE
2052,2,2,1,1,1,2,2,0,1,0,1,TRUE
2053,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2054,2,2,1,1,1,2,2,0,1,0,1,TRUE
2055,2,2,1,1,1,2,2,0,1,0,1,TRUE
2056,2,2,1,1,1,4,4,0,6,0,1,FALSE
2057,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
2058,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2059,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2060,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2061,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2062,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2063,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2064,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2065,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
2066,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
